symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen
BCL2L2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
F8	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRT80	0.003575698949859621	No data	No data	No data	No data	No data	No data	No data	No data	No data
RARRES1	0.0034465089996520864	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD44	0.015165469478969218	No data	No data	No data	No data	No data	No data	No data	No data	No data
ST8SIA4	0.0010522505601285675	No data	No data	No data	No data	No data	No data	No data	No data	No data
PIGF	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
TMEM184B	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
ITPRID2	0.010717815785856353	No data	No data	No data	No data	No data	No data	No data	No data	No data
PDGFRL	0.011111824536942807	No data	No data	No data	No data	No data	No data	No data	No data	No data
PSG2	0.0044349582562164215	No data	No data	No data	No data	No data	No data	No data	No data	No data
TMEM170B	0.003704455152495502	No data	No data	No data	No data	No data	No data	No data	No data	No data
TAT	0.008664594370941343	No data	No data	No data	No data	No data	No data	No data	No data	No data
BIRC5	0.004815047545991118	No data	No data	No data	No data	No data	No data	No data	No data	No data
UST	0.0022650793191826375	No data	No data	No data	No data	No data	No data	No data	No data	No data
FOSL1	0.0042858530493013	No data	No data	No data	No data	No data	No data	No data	No data	No data
LPAR2	0.002902844436406841	No data	No data	No data	No data	No data	No data	No data	No data	No data
PAFAH1B1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
VPS50	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data
YOD1	0.00495759192312893	No data	No data	No data	No data	No data	No data	No data	No data	No data
IRAK2	0.0044349582562164215	No data	No data	No data	No data	No data	No data	No data	No data	No data
KLRK1	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data
ZC3H12A	0.026770146771488344	No data	No data	No data	No data	No data	No data	No data	No data	No data
CLDN7	0.02044764925575132	No data	No data	No data	No data	No data	No data	No data	No data	No data
HDAC1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
PPARG	0.020005810397364047	No data	No data	No data	No data	No data	No data	No data	No data	No data
DGAT2	0.007331550727779905	No data	No data	No data	No data	No data	No data	No data	No data	No data
SERPINB13	0.002491920595659328	No data	No data	No data	No data	No data	No data	No data	No data	No data
RB1CC1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL10RA	0.007761176948378737	No data	No data	No data	No data	No data	No data	No data	No data	No data
H4C14	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SETMAR	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRH1	0.012207210029492342	No data	No data	No data	No data	No data	No data	No data	No data	No data
PGM5	0.003276995652358313	No data	No data	No data	No data	No data	No data	No data	No data	No data
TNFRSF8	0.03733384280630071	No data	No data	No data	No data	No data	No data	No data	No data	No data
RAG1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
ANGPT2	0.00997865607648695	No data	No data	No data	No data	No data	No data	No data	No data	No data
STAC2	0.0012077313604782762	No data	No data	No data	No data	No data	No data	No data	No data	No data
CRY2	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRTAP1-5	0.002421814079113612	No data	No data	No data	No data	No data	No data	No data	No data	No data
ALG1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
RORB	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
TNFRSF1B	0.00302850158699964	No data	No data	No data	No data	No data	No data	No data	No data	No data
HLA-DPA1	0.03157854536139286	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC16A1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
HSP90AB1	0.031721026356844595	No data	No data	No data	No data	No data	No data	No data	No data	No data
DCLK1	0.004862668563405327	No data	No data	No data	No data	No data	No data	No data	No data	No data
NCR2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CHKB	0.028067536741888187	No data	No data	No data	No data	No data	No data	No data	No data	No data
SMAD6	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
IKBIP	0.0013097162233023337	No data	No data	No data	No data	No data	No data	No data	No data	No data
RPS2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
FCHSD1	0.002314134522595328	No data	No data	No data	No data	No data	No data	No data	No data	No data
AGPS	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAOB	0.002902844436406841	No data	No data	No data	No data	No data	No data	No data	No data	No data
S100A12	0.013995154413912452	No data	No data	No data	No data	No data	No data	No data	No data	No data
GPC3	0.003799874018846814	No data	No data	No data	No data	No data	No data	No data	No data	No data
SDC4	0.011251653353734252	No data	No data	No data	No data	No data	No data	No data	No data	No data
MT1X	0.00406537840153172	No data	No data	No data	No data	No data	No data	No data	No data	No data
FBP1	0.00471295890937321	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCL18	0.026487722880059954	No data	No data	No data	No data	No data	No data	No data	No data	No data
GATA6	0.003082951683205802	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLA2G2D	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
TGM2	0.009062508681151871	No data	No data	No data	No data	No data	No data	No data	No data	No data
WNT5A	0.010740311613384302	No data	No data	No data	No data	No data	No data	No data	No data	No data
PCK1	0.0035538134402840556	No data	No data	No data	No data	No data	No data	No data	No data	No data
YY1AP1	0.009650140650100548	No data	No data	No data	No data	No data	No data	No data	No data	No data
HAS1	0.010512493644364851	No data	No data	No data	No data	No data	No data	No data	No data	No data
SCAND1	0.004001862088252174	No data	No data	No data	No data	No data	No data	No data	No data	No data
ZNF341	0.003964144724478717	No data	No data	No data	No data	No data	No data	No data	No data	No data
CYB5A	0.002331605174633318	No data	No data	No data	No data	No data	No data	No data	No data	No data
MS4A14	0.001262481883898404	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADAM8	0.006013443368959163	No data	No data	No data	No data	No data	No data	No data	No data	No data
EFEMP1	0.0038294115344356854	No data	No data	No data	No data	No data	No data	No data	No data	No data
BTG3	0.003210827648644093	No data	No data	No data	No data	No data	No data	No data	No data	No data
GRP	0.00302850158699964	No data	No data	No data	No data	No data	No data	No data	No data	No data
MSX2	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
HPSE	0.003078662387551094	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL27	0.00811022458891429	No data	No data	No data	No data	No data	No data	No data	No data	No data
C12orf56	0.0012021811924433946	No data	No data	No data	No data	No data	No data	No data	No data	No data
TH	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
ASAH1	0.009503425409261513	No data	No data	No data	No data	No data	No data	No data	No data	No data
SERPINA13P	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL5RA	0.03951619669038354	No data	No data	No data	No data	No data	No data	No data	No data	No data
CMA1	0.0444771862911301	No data	No data	No data	No data	No data	No data	No data	No data	No data
SPRR2A	0.004734176710947972	No data	No data	No data	No data	No data	No data	No data	No data	No data
MMRN1	0.004523256472571815	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD70	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCL1	0.008415115398285813	No data	No data	No data	No data	No data	No data	No data	No data	No data
PARPBP	0.0016738888847123265	No data	No data	No data	No data	No data	No data	No data	No data	No data
OGN	0.01255674756581081	No data	No data	No data	No data	No data	No data	No data	No data	No data
NR4A1	0.0044349582562164215	No data	No data	No data	No data	No data	No data	No data	No data	No data
IRF3	0.0018478992734235094	No data	No data	No data	No data	No data	No data	No data	No data	No data
HPD	0.011540806729949693	No data	No data	No data	No data	No data	No data	No data	No data	No data
TNFSF8	0.015735478279625657	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRTAP9-9	0.0020751764388021294	No data	No data	No data	No data	No data	No data	No data	No data	No data
GRK2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
PELI1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
RLN2	0.003675266332697868	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRTAP4-12	0.00317076760934277	No data	No data	No data	No data	No data	No data	No data	No data	No data
CENPW	0.0023281431674903033	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACER1	0.004150126195040964	No data	No data	No data	No data	No data	No data	No data	No data	No data
IDS	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRRX1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
UBE2C	0.00583594360264891	No data	No data	No data	No data	No data	No data	No data	No data	No data
HFE	0.0051535857514366755	No data	No data	No data	No data	No data	No data	No data	No data	No data
TMC4	0.0010479338472432328	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCBE1	0.003309412795652794	No data	No data	No data	No data	No data	No data	No data	No data	No data
KIF14	0.011810620113693476	No data	No data	No data	No data	No data	No data	No data	No data	No data
ERAS	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
GPLD1	0.00955077794911682	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRTAP17-1	0.0015871154880943094	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL17C	0.015211407760611684	No data	No data	No data	No data	No data	No data	No data	No data	No data
GPR15	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
CARD14	0.05511416046574526	No data	No data	No data	No data	No data	No data	No data	No data	No data
PGD	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CARMIL2	0.004866134753348573	No data	No data	No data	No data	No data	No data	No data	No data	No data
NLRX1	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data
BSG	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
MTHFR	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data
LTBR	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
WASF3	0.0029267446151863257	No data	No data	No data	No data	No data	No data	No data	No data	No data
LGMN	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
OPRPN	0.008869916512432843	No data	No data	No data	No data	No data	No data	No data	No data	No data
CLOCK	0.003980157142069391	No data	No data	No data	No data	No data	No data	No data	No data	No data
LEP	0.028551124794422726	No data	No data	No data	No data	No data	No data	No data	No data	No data
ENSG00000280371	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
RBM45	0.00302850158699964	No data	No data	No data	No data	No data	No data	No data	No data	No data
HLA-DRB1	0.012006690144754615	No data	No data	No data	No data	No data	No data	No data	No data	No data
TNFRSF4	0.40194781768082155	No data	No data	No data	No data	No data	No data	No data	No data	No data
ABCA13	0.0026434495641927025	No data	No data	No data	No data	No data	No data	No data	No data	No data
TFF2	0.005163476127370266	No data	No data	No data	No data	No data	No data	No data	No data	No data
ABCC8	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data
KCNJ11	0.25870589827929125	No data	No data	0.42555155832813474	No data	No data	No data	No data	No data	No data
CX3CL1	0.028314702930557642	No data	No data	No data	No data	No data	No data	No data	No data	No data
MR1	0.012832633843218812	No data	No data	No data	No data	No data	No data	No data	No data	No data
UCN3	0.017331229392554243	No data	No data	No data	No data	No data	No data	No data	No data	No data
HRH1	0.3982036247583746	No data	No data	No data	No data	No data	No data	No data	No data	No data
FOXM1	0.007601272627852752	No data	No data	No data	No data	No data	No data	No data	No data	No data
DBF4	0.0014796721145101696	No data	No data	No data	No data	No data	No data	No data	No data	No data
HSPB3	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
COL21A1	0.00260307538339188	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAP1LC3B	0.0031009565816398767	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAP2K1	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
S1PR4	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data
ESR1	0.01849246107662627	No data	No data	No data	No data	No data	No data	No data	No data	No data
RPS6KA5	0.002843711659657289	No data	No data	No data	No data	No data	No data	No data	No data	No data
TPSAB1	0.009239496367117545	No data	No data	No data	No data	No data	No data	No data	No data	No data
VSNL1	0.003988528855294828	No data	No data	No data	No data	No data	No data	No data	No data	No data
SELP	0.011763200898516972	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD200	0.009403754080310744	No data	No data	No data	No data	No data	No data	No data	No data	No data
STAMBP	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
MPO	0.012289338886088946	No data	No data	No data	No data	No data	No data	No data	No data	No data
DAPK2	0.0018478992734235094	No data	No data	No data	No data	No data	No data	No data	No data	No data
GSTA4	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLVAP	0.0023244779442369804	No data	No data	No data	No data	No data	No data	No data	No data	No data
CARMIL2	0.004866134753348573	No data	No data	No data	No data	No data	No data	No data	No data	No data
ORMDL3	0.011287584728495267	No data	No data	No data	No data	No data	No data	No data	No data	No data
TDH	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLAT	0.0012623915776722146	No data	No data	No data	No data	No data	No data	No data	No data	No data
TF	0.009440836700998552	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADAM9	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
RLN1	0.009724672587461961	No data	No data	No data	No data	No data	No data	No data	No data	No data
LPA	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
CYP4F8	0.002078584222241524	No data	No data	No data	No data	No data	No data	No data	No data	No data
STAT2	0.024022690554505618	No data	No data	No data	No data	No data	No data	No data	No data	No data
POLR3G	0.0033303530106282174	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACAP1	0.0023373984552103547	No data	No data	No data	No data	No data	No data	No data	No data	No data
ELANE	0.005164055327332332	No data	No data	No data	No data	No data	No data	No data	No data	No data
F2RL1	0.021621264565145546	No data	No data	No data	No data	No data	No data	No data	No data	No data
AVP	0.01420829219121187	No data	No data	No data	No data	No data	No data	No data	No data	No data
SH2D2A	0.002762749857683312	No data	No data	No data	No data	No data	No data	No data	No data	No data
RETREG1	0.004699543521825993	No data	No data	No data	No data	No data	No data	No data	No data	No data
DOCK8	0.030582455148187786	No data	No data	No data	No data	No data	No data	No data	No data	No data
HSD17B2	0.0013970019709269906	No data	No data	No data	No data	No data	No data	No data	No data	No data
NLRP1	0.00989343481702462	No data	No data	No data	No data	No data	No data	No data	No data	No data
LTA	0.009847865872356861	No data	No data	No data	No data	No data	No data	No data	No data	No data
NR1I2	0.018361317136769393	No data	No data	No data	No data	No data	No data	No data	No data	No data
PCDHB10	0.003571181222513693	No data	No data	No data	No data	No data	No data	No data	No data	No data
HRH2	0.261140024263279	No data	No data	No data	No data	No data	No data	No data	No data	No data
BTK	0.07428555079162506	No data	No data	No data	No data	No data	No data	No data	No data	No data
CRY1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
CALHM3	0.011572571860885469	No data	No data	No data	No data	No data	No data	No data	No data	No data
EBF1	0.0013203568206614272	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLAMF7	0.011183052079149975	No data	No data	No data	No data	No data	No data	No data	No data	No data
NCKAP1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
TFDP1	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
SAA1	0.0038959876348012316	No data	No data	No data	No data	No data	No data	No data	No data	No data
METTL9	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
MMP9	0.012093952054888503	No data	No data	No data	No data	No data	No data	No data	No data	No data
NKX2-5	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRR15L	0.0016080463638597246	No data	No data	No data	No data	No data	No data	No data	No data	No data
TOP2A	0.006544126897306366	No data	No data	No data	No data	No data	No data	No data	No data	No data
ANXA9	0.0030497813852703526	No data	No data	No data	No data	No data	No data	No data	No data	No data
SRPRA	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC6A4	0.047121431472299476	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCDC6	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PTGDR	0.008599905325628163	No data	No data	No data	No data	No data	No data	No data	No data	No data
DHCR7	0.001775045708782509	No data	No data	No data	No data	No data	No data	No data	No data	No data
MPZL2	0.004062500615658899	No data	No data	No data	No data	No data	No data	No data	No data	No data
TCEAL7	0.002777667702690797	No data	No data	No data	No data	No data	No data	No data	No data	No data
MT1IP	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
TAB3	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD1A	0.020389901700929945	No data	No data	No data	No data	No data	No data	No data	No data	No data
TNFSF12	0.01472363819561218	No data	No data	No data	No data	No data	No data	No data	No data	No data
IKZF3	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
KLF5	0.0051741179655858255	No data	No data	No data	No data	No data	No data	No data	No data	No data
MRGPRX2	0.022668436709346235	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC35A1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
HRH3	0.0044144260420672715	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRT86	0.0012615172039738757	No data	No data	No data	No data	No data	No data	No data	No data	No data
NGFR	0.010502227537290276	No data	No data	No data	No data	No data	No data	No data	No data	No data
PDE4D	0.5850205305872989	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLAC9	0.0035241249500640786	No data	No data	No data	No data	No data	No data	No data	No data	No data
C5	0.010237977941190713	No data	No data	No data	No data	No data	No data	No data	No data	No data
B3GAT1	0.009588544007653096	No data	No data	No data	No data	No data	No data	No data	No data	No data
IDO1	0.017331857929722073	No data	No data	No data	No data	No data	No data	No data	No data	No data
SMOC1	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
DIRAS3	0.002822582153790663	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADA	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data
CEACAM1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
DEGS2	0.011087395640541052	No data	No data	No data	No data	No data	No data	No data	No data	No data
RENBP	0.0018478992734235094	No data	No data	No data	No data	No data	No data	No data	No data	No data
ITGA1	0.0044349582562164215	No data	No data	No data	No data	No data	No data	No data	No data	No data
PTEN	0.015337563969415128	No data	No data	No data	No data	No data	No data	No data	No data	No data
PAOX	0.0030783157820113553	No data	No data	No data	No data	No data	No data	No data	No data	No data
NXF1	0.0099581238623378	No data	No data	No data	No data	No data	No data	No data	No data	No data
ALKAL2	0.0021693957535461566	No data	No data	No data	No data	No data	No data	No data	No data	No data
AOC1	0.020943222036365616	No data	No data	No data	No data	No data	No data	No data	No data	No data
FOS	0.015484144224827044	No data	No data	No data	No data	No data	No data	No data	No data	No data
CAPG	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
MBP	0.011103272722192012	No data	No data	No data	No data	No data	No data	No data	No data	No data
SERPINB12	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACP3	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRA1	0.051458861711307424	No data	No data	No data	No data	No data	No data	No data	No data	No data
SETDB2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD28	0.01961483482096607	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAGI2-AS3	0.002772654079690234	No data	No data	No data	No data	No data	No data	No data	No data	No data
REN	0.0018478992734235094	No data	No data	No data	No data	No data	No data	No data	No data	No data
TP53	0.010695628423831913	No data	No data	No data	No data	No data	No data	No data	No data	No data
AADACL2	0.00291998660632682	No data	No data	No data	No data	No data	No data	No data	No data	No data
CNTN1	0.005429213440681654	No data	No data	No data	No data	No data	No data	No data	No data	No data
CIDEC	0.0023442879007633953	No data	No data	No data	No data	No data	No data	No data	No data	No data
PGLYRP3	0.07444980850481825	No data	No data	No data	No data	No data	No data	No data	No data	No data
INA	0.0022266053343240034	No data	No data	No data	No data	No data	No data	No data	No data	No data
MME	0.017994021836032166	No data	No data	No data	No data	No data	No data	No data	No data	No data
APOC1	0.012421934325504376	No data	No data	No data	No data	No data	No data	No data	No data	No data
LARS1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
DSEL	0.003433629871027761	No data	No data	No data	No data	No data	No data	No data	No data	No data
CKAP2L	0.0021744520481968292	No data	No data	No data	No data	No data	No data	No data	No data	No data
NHLH2	0.002214183134966085	No data	No data	No data	No data	No data	No data	No data	No data	No data
COPS7A	0.0018478992734235094	No data	No data	No data	No data	No data	No data	No data	No data	No data
HSPG2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
CRH	0.01362618121731841	No data	No data	No data	No data	No data	No data	No data	No data	No data
PGLYRP4	0.053845731606146134	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCN6	0.011540806729949693	No data	No data	No data	No data	No data	No data	No data	No data	No data
CHRM3	0.3695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data
COMTD1	0.003274125668378852	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRTAP4-3	0.003091693224875991	No data	No data	No data	No data	No data	No data	No data	No data	No data
CAMK2G	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
IFNA2	0.008784695252970515	No data	No data	No data	No data	No data	No data	No data	No data	No data
S1PR1	0.0804843802348596	No data	No data	No data	No data	No data	No data	No data	No data	No data
AGXT	0.009361034504137158	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLA2G6	0.0018478992734235094	No data	No data	No data	No data	No data	No data	No data	No data	No data
CRISP3	0.0016513607418884454	No data	No data	No data	No data	No data	No data	No data	No data	No data
SOX7	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data
DAPK1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PGM2	0.0018864915698550042	No data	No data	No data	No data	No data	No data	No data	No data	No data
FIBIN	0.007834642535275143	No data	No data	No data	No data	No data	No data	No data	No data	No data
AREG	0.007895063384876642	No data	No data	No data	No data	No data	No data	No data	No data	No data
GRAP2	0.004765514333274382	No data	No data	No data	No data	No data	No data	No data	No data	No data
NFATC2IP	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC14A1	0.001211688521099	No data	No data	No data	No data	No data	No data	No data	No data	No data
NAP1L1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRA2	0.051458861711307424	No data	No data	No data	No data	No data	No data	No data	No data	No data
HMMR	0.007050049019638204	No data	No data	No data	No data	No data	No data	No data	No data	No data
SETD2	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data
SOCS2	0.004588949862335047	No data	No data	No data	No data	No data	No data	No data	No data	No data
GSDMA	0.04846300634480494	No data	No data	No data	No data	No data	No data	No data	No data	No data
HOMER1	0.0032387890897538096	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCN5	0.009850443726955031	No data	No data	No data	No data	No data	No data	No data	No data	No data
NEK1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
SDCBP2	0.010362106447123315	No data	No data	No data	No data	No data	No data	No data	No data	No data
DTL	0.003226070769012199	No data	No data	No data	No data	No data	No data	No data	No data	No data
PARP14	0.009479111127847637	No data	No data	No data	No data	No data	No data	No data	No data	No data
S100A14	0.008869916512432843	No data	No data	No data	No data	No data	No data	No data	No data	No data
HPS1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
DDR2	0.0023615138617239235	No data	No data	No data	No data	No data	No data	No data	No data	No data
HRH4	0.07929660716731339	No data	No data	No data	No data	No data	No data	No data	No data	No data
OSM	0.00979077374627887	No data	No data	No data	No data	No data	No data	No data	No data	No data
TRAF3IP2	0.004229636114724921	No data	No data	No data	No data	No data	No data	No data	No data	No data
PTTG1	0.005632984507420663	No data	No data	No data	No data	No data	No data	No data	No data	No data
NLRP3	0.024234386832837365	No data	No data	No data	No data	No data	No data	No data	No data	No data
C4B	0.007048160427734869	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRKCQ-AS1	0.0017548261453413884	No data	No data	No data	No data	No data	No data	No data	No data	No data
MRAP	0.0011432262073223377	No data	No data	No data	No data	No data	No data	No data	No data	No data
CEACAM6	0.0010443772692187694	No data	No data	No data	No data	No data	No data	No data	No data	No data
PSMD14	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
COX8A	0.004804538110901123	No data	No data	No data	No data	No data	No data	No data	No data	No data
CACYBP	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
CASZ1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
FAR2	0.0023868282965135035	No data	No data	No data	No data	No data	No data	No data	No data	No data
SUPT16H	0.0031488864198606077	No data	No data	No data	No data	No data	No data	No data	No data	No data
LYPLAL1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL31RA	0.367099441090954	No data	No data	No data	No data	No data	No data	No data	No data	No data
EXOSC10	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
SST	0.00406537840153172	No data	No data	No data	No data	No data	No data	No data	No data	No data
SHH	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ERAL1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
DYNC2I2	0.0026325185285522574	No data	No data	No data	No data	No data	No data	No data	No data	No data
CH25H	0.0036261297783074624	No data	No data	No data	No data	No data	No data	No data	No data	No data
GZMK	0.004681344826006223	No data	No data	No data	No data	No data	No data	No data	No data	No data
ALDH16A1	0.0046563740997982404	No data	No data	No data	No data	No data	No data	No data	No data	No data
HLX	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
ABHD12B	0.011526783645392384	No data	No data	No data	No data	No data	No data	No data	No data	No data
CYP19A1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
ICAM1	0.04740853841890735	No data	No data	No data	No data	No data	No data	No data	No data	No data
LYZ	0.00301436325512848	No data	No data	No data	No data	No data	No data	No data	No data	No data
PSORS1C2	0.0144184643864612	No data	No data	No data	No data	No data	No data	No data	No data	No data
FCGR2B	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
COTL1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
OXER1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data
SECTM1	0.004064977721558405	No data	No data	No data	No data	No data	No data	No data	No data	No data
SEMA4A	0.0044349582562164215	No data	No data	No data	No data	No data	No data	No data	No data	No data
YBX2	0.0016761441801393532	No data	No data	No data	No data	No data	No data	No data	No data	No data
FOXD1	0.004162646704494102	No data	No data	No data	No data	No data	No data	No data	No data	No data
RECK	0.006032493860666879	No data	No data	No data	No data	No data	No data	No data	No data	No data
CA3	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data
DNASE1L2	0.0025659221151983934	No data	No data	No data	No data	No data	No data	No data	No data	No data
FUT4	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
