symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen
IGDCC4	0.0041644579692804535	No data	No data	No data	No data	No data	No data	No data	No data	No data
OPRM1	0.08785785450688116	No data	No data	No data	No data	No data	No data	No data	No data	No data
CORO2B	0.0031943591856467843	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD47	0.009889214989341763	No data	No data	No data	No data	No data	No data	No data	No data	No data
GPR34	0.00167199431222254	No data	No data	No data	No data	No data	No data	No data	No data	No data
AADAC	0.0015924401890596875	No data	No data	No data	No data	No data	No data	No data	No data	No data
NMBR	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
HDAC3	0.009883797247117874	No data	No data	No data	No data	No data	No data	No data	No data	No data
GEN1	0.003700076740095693	No data	No data	No data	No data	No data	No data	No data	No data	No data
HBD	0.014567605938821997	No data	No data	No data	No data	No data	No data	No data	No data	No data
TRAK2	0.0051741179655858255	No data	No data	No data	No data	No data	No data	No data	No data	No data
CSF1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
HAO2	0.0019053483979641482	No data	No data	No data	No data	No data	No data	No data	No data	No data
CTRL	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
CST12P	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
PSMB9	0.004989328038243475	No data	No data	No data	No data	No data	No data	No data	No data	No data
CNR1	0.031074034323872204	No data	No data	No data	No data	No data	No data	No data	No data	No data
PDZRN3	0.0033446589165466102	No data	No data	No data	No data	No data	No data	No data	No data	No data
TFF3	0.014783194187388075	No data	No data	No data	No data	No data	No data	No data	No data	No data
FHL1	0.004223170862097009	No data	No data	No data	No data	No data	No data	No data	No data	No data
KIF18A	0.003941066045320546	No data	No data	No data	No data	No data	No data	No data	No data	No data
TGFB1	0.03447748241648944	No data	No data	No data	No data	No data	No data	No data	No data	No data
CDC42	0.020696471862343302	No data	No data	No data	No data	No data	No data	No data	No data	No data
MARK2	0.0022896385804509747	No data	No data	No data	No data	No data	No data	No data	No data	No data
CBLL2	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
ATP4A	0.04889746799620096	No data	No data	No data	No data	No data	No data	No data	No data	No data
MRGPRX1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRTAP4-1	0.0032773177524874756	No data	No data	No data	No data	No data	No data	No data	No data	No data
CDC7	0.005270880205921379	No data	No data	No data	No data	No data	No data	No data	No data	No data
PGRMC2	0.006461008049755217	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD274	0.00426662925475316	No data	No data	No data	No data	No data	No data	No data	No data	No data
ECRG4	0.0015676296367389145	No data	No data	No data	No data	No data	No data	No data	No data	No data
LANCL1	0.002843711659657289	No data	No data	No data	No data	No data	No data	No data	No data	No data
RNF19A	0.004765514333274382	No data	No data	No data	No data	No data	No data	No data	No data	No data
PSMD2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
STC2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
CRYAB	0.003283606207205885	No data	No data	No data	No data	No data	No data	No data	No data	No data
DNMT1	0.011703362065015557	No data	No data	No data	No data	No data	No data	No data	No data	No data
FGL2	0.001299606310504072	No data	No data	No data	No data	No data	No data	No data	No data	No data
SOX6	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
MT1H	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
PPL	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
VIT	0.002879515382003765	No data	No data	No data	No data	No data	No data	No data	No data	No data
TGM1	0.007853712991089657	No data	No data	No data	No data	No data	No data	No data	No data	No data
FOXP3	0.050497547461343294	No data	No data	No data	No data	No data	No data	No data	No data	No data
PPP2R3B	0.0035237802430152262	No data	No data	No data	No data	No data	No data	No data	No data	No data
NGF	0.048829861804182764	No data	No data	No data	No data	No data	No data	No data	No data	No data
KIF2A	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
SCGB2A1	0.003207523552892527	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLP1	0.0018444106568142249	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAP2K3	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
MT1A	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
EDNRA	0.003128698792047492	No data	No data	No data	No data	No data	No data	No data	No data	No data
FABP2	0.022806156866168478	No data	No data	No data	No data	No data	No data	No data	No data	No data
MRGPRD	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL12RB2	0.00275842422495601	No data	No data	No data	No data	No data	No data	No data	No data	No data
KIR2DS1	0.01006078493308355	No data	No data	No data	No data	No data	No data	No data	No data	No data
KCNK5	0.0014678862024398497	No data	No data	No data	No data	No data	No data	No data	No data	No data
THRSP	0.00993537620554034	No data	No data	No data	No data	No data	No data	No data	No data	No data
CR1	0.010533025858514001	No data	No data	No data	No data	No data	No data	No data	No data	No data
RHBDL2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
FFAR2	0.04693664154495713	No data	No data	No data	No data	No data	No data	No data	No data	No data
AZGP1	0.008202619552585465	No data	No data	No data	No data	No data	No data	No data	No data	No data
HNRNPC	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
LTB	0.003654608390913814	No data	No data	No data	No data	No data	No data	No data	No data	No data
TACR1	0.34296814595309005	No data	No data	No data	No data	No data	No data	No data	No data	No data
E2F8	0.0033638119584484894	No data	No data	No data	No data	No data	No data	No data	No data	No data
PDYN	0.008500336657748143	No data	No data	No data	No data	No data	No data	No data	No data	No data
SELENOP	0.002378501292061783	No data	No data	No data	No data	No data	No data	No data	No data	No data
SH2D5	0.0010975521459656375	No data	No data	No data	No data	No data	No data	No data	No data	No data
PCLAF	0.013845984698685646	No data	No data	No data	No data	No data	No data	No data	No data	No data
PSAP	0.012345157409631677	No data	No data	No data	No data	No data	No data	No data	No data	No data
SCGB1D2	0.0012703241469873695	No data	No data	No data	No data	No data	No data	No data	No data	No data
PACSIN3	0.003319368995870853	No data	No data	No data	No data	No data	No data	No data	No data	No data
FMO5	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
PDK4	0.0020414163243893052	No data	No data	No data	No data	No data	No data	No data	No data	No data
USO1	0.0099581238623378	No data	No data	No data	No data	No data	No data	No data	No data	No data
ITGA4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRTAP4-2	0.0021178116475910605	No data	No data	No data	No data	No data	No data	No data	No data	No data
SP1	0.008849384298283695	No data	No data	No data	No data	No data	No data	No data	No data	No data
RP9	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
VPS9D1	0.002583476230954964	No data	No data	No data	No data	No data	No data	No data	No data	No data
ANP32B	0.01312788708268359	No data	No data	No data	No data	No data	No data	No data	No data	No data
LGALS9	0.03348951608113522	No data	No data	No data	No data	No data	No data	No data	No data	No data
GALNT15	0.0020422537887205927	No data	No data	No data	No data	No data	No data	No data	No data	No data
DYRK1A	0.00813075680306344	No data	No data	No data	No data	No data	No data	No data	No data	No data
JAG1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data
TRPV3	0.03795219442056677	No data	No data	No data	No data	No data	No data	No data	No data	No data
NAPSA	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
STAT5B	0.011093460689955783	No data	No data	No data	No data	No data	No data	No data	No data	No data
KLK14	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD19	0.024551074514890636	No data	No data	No data	No data	No data	No data	No data	No data	No data
TBXA2R	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
LGALS1	0.01033304209270128	No data	No data	No data	No data	No data	No data	No data	No data	No data
PODXL	0.025131430118559724	No data	No data	No data	No data	No data	No data	No data	No data	No data
KCNH8	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADRA2A	0.03695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data
COX5A	0.004804538110901123	No data	No data	No data	No data	No data	No data	No data	No data	No data
SCYL1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
CERS4	0.008685126585090493	No data	No data	No data	No data	No data	No data	No data	No data	No data
CDKN1A	0.005523165606121377	No data	No data	No data	No data	No data	No data	No data	No data	No data
PSIP1	0.018009962929768072	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACR	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data
HTR7	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
CXCL2	0.020544465542100494	No data	No data	No data	No data	No data	No data	No data	No data	No data
H3P16	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
IGHE	0.12190620213067929	No data	No data	No data	No data	No data	No data	No data	No data	No data
CBLN1	0.012318802613392976	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL19	0.0435970909918967	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL17D	0.006169286072989629	No data	No data	No data	No data	No data	No data	No data	No data	No data
TNFSF15	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
GBA1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
HLA-C	0.004660286735759987	No data	No data	No data	No data	No data	No data	No data	No data	No data
HLF	0.00421174502469998	No data	No data	No data	No data	No data	No data	No data	No data	No data
G6PD	0.009016311199316283	No data	No data	No data	No data	No data	No data	No data	No data	No data
CILK1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
ERV3-1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCL26	0.07722820599330606	No data	No data	No data	No data	No data	No data	No data	No data	No data
NHERF1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRRG3	0.005552428763321479	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAPK1	0.011217281112474482	No data	No data	No data	No data	No data	No data	No data	No data	No data
SMPD1	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data
RAP1B	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
